date,time,tank,treatment,rack_no,position,frag_id
20221205,evening,1,baseline,1,1,9 1
20221205,evening,1,baseline,1,2,8 1
20221205,evening,1,baseline,1,3,18 1
20221205,evening,1,baseline,1,4,10 1
20221205,evening,1,baseline,1,5,1 1
20221205,evening,1,baseline,1,6,12 1
20221205,evening,1,baseline,1,7,6 1
20221205,evening,1,baseline,2,1,5 1
20221205,evening,1,baseline,2,2,3 1
20221205,evening,1,baseline,2,3,11 1
20221205,evening,1,baseline,2,4,13 1
20221205,evening,1,baseline,2,5,2 1
20221205,evening,1,baseline,2,6,15 1
20221205,evening,1,baseline,3,1,17 1
20221205,evening,1,baseline,3,2,4 1
20221205,evening,1,baseline,3,3,20 1
20221205,evening,1,baseline,3,4,7 1
20221205,evening,1,baseline,3,5,16 1
20221205,evening,1,baseline,3,6,19 1
20221205,evening,1,baseline,4,1,15 2
20221205,evening,1,baseline,4,2,4 2
20221205,evening,1,baseline,4,3,14 2
20221205,evening,1,baseline,4,4,17 2
20221205,evening,1,baseline,4,5,1 2
20221205,evening,1,baseline,4,6,5 2
20221205,evening,1,baseline,5,1,11 2
20221205,evening,1,baseline,5,2,8 2
20221205,evening,1,baseline,5,3,6 2
20221205,evening,1,baseline,5,4,16 2
20221205,evening,1,baseline,5,5,19 2
20221205,evening,2,baseline,5,6,17 3
20221205,evening,1,baseline,6,1,2 2
20221205,evening,1,baseline,6,2,9 2
20221205,evening,1,baseline,6,3,7 2
20221205,evening,1,baseline,6,4,10 2
20221205,evening,1,baseline,6,5,18 2
20221205,evening,1,baseline,6,6,13 2
20221205,evening,1,baseline,7,1,20 2
20221205,evening,1,baseline,7,2,12 2
20221205,evening,1,baseline,7,3,3 2
20221205,evening,1,baseline,7,4,14 1
20221205,evening,2,baseline,8,1,15 3
20221205,evening,2,baseline,8,2,9 3
20221205,evening,2,baseline,8,3,4 3
20221205,evening,2,baseline,8,4,2 3
20221205,evening,2,baseline,8,5,7 3
20221205,evening,2,baseline,8,6,8 3
20221205,evening,2,baseline,9,1,20 3
20221205,evening,2,baseline,9,2,19 3
20221205,evening,2,baseline,9,3,12 3
20221205,evening,2,baseline,9,4,11 3
20221205,evening,2,baseline,9,5,6 3
20221205,evening,2,baseline,9,6,18 3
20221205,evening,2,baseline,10,1,5 3
20221205,evening,2,baseline,10,2,1 3
20221205,evening,2,baseline,10,3,10 3
20221205,evening,2,baseline,10,4,14 3
20221205,evening,2,baseline,10,5,16 3
20221205,evening,2,baseline,10,6,13 3
20221205,evening,2,baseline,10,7,3 3
20221205,evening,2,baseline,11,1,3 4
20221205,evening,2,baseline,11,2,14 4
20221205,evening,2,baseline,11,3,15 4
20221205,evening,2,baseline,11,4,5 4
20221205,evening,2,baseline,11,5,16 4
20221205,evening,2,baseline,11,6,13 4
20221205,evening,2,baseline,12,1,1 4
20221205,evening,2,baseline,12,2,8 4
20221205,evening,2,baseline,12,3,10 4
20221205,evening,2,baseline,12,4,11 4
20221205,evening,2,baseline,12,5,4 4
20221205,evening,2,baseline,12,6,9 4
20221205,evening,2,baseline,13,1,20 4
20221205,evening,2,baseline,13,2,6 4
20221205,evening,2,baseline,13,3,2 4
20221205,evening,2,baseline,13,4,7 4
20221205,evening,2,baseline,13,5,12 4
20221205,evening,2,baseline,13,6,17 4
20221205,evening,2,baseline,14,1,19 4
20221205,evening,2,baseline,14,2,18 4
20221205,evening,3,baseline,15,1,2 5
20221205,evening,3,baseline,15,2,7 5
20221205,evening,3,baseline,15,3,13 5
20221205,evening,3,baseline,15,4,3 5
20221205,evening,3,baseline,15,5,1 5
20221205,evening,3,baseline,15,6,11 5
20221205,evening,3,baseline,16,1,12 5
20221205,evening,3,baseline,16,2,16 5
20221205,evening,3,baseline,16,3,14 5
20221205,evening,3,baseline,16,4,10 5
20221205,evening,3,baseline,16,5,20 5
20221205,evening,3,baseline,16,6,5 5
20221205,evening,3,baseline,17,1,8 5
20221205,evening,3,baseline,17,2,6 5
20221205,evening,3,baseline,17,3,9 5
20221205,evening,3,baseline,17,4,17 5
20221205,evening,3,baseline,17,5,15 5
20221205,evening,3,baseline,17,6,4 5
20221205,evening,3,baseline,18,1,19 5
20221205,evening,3,baseline,18,2,18 5
20221205,evening,3,baseline,19,1,2 6
20221205,evening,3,baseline,19,2,11 6
20221205,evening,3,baseline,19,3,6 6
20221205,evening,3,baseline,19,4,19 6
20221205,evening,3,baseline,19,5,5 6
20221205,evening,3,baseline,19,6,1 6
20221205,evening,3,baseline,20,1,4 6
20221205,evening,3,baseline,20,2,3 6
20221205,evening,3,baseline,20,3,10 6
20221205,evening,3,baseline,20,4,7 6
20221205,evening,3,baseline,20,5,14 6
20221205,evening,3,baseline,20,6,18 6
20221205,evening,3,baseline,21,1,8 6
20221205,evening,3,baseline,21,2,17 6
20221205,evening,3,baseline,21,3,9 6
20221205,evening,3,baseline,21,4,20 6
20221205,evening,3,baseline,21,5,15 6
20221205,evening,3,baseline,21,6,16 6
20221205,evening,3,baseline,22,1,12 6
20221205,evening,3,baseline,22,2,13 6
20221205,evening,4,baseline,23,1,20 7
20221205,evening,4,baseline,23,2,7 7
20221205,evening,4,baseline,23,3,13 7
20221205,evening,4,baseline,23,4,11 7
20221205,evening,4,baseline,23,5,4 7
20221205,evening,4,baseline,23,6,18 7
20221205,evening,4,baseline,24,1,14 7
20221205,evening,4,baseline,24,2,2 7
20221205,evening,4,baseline,24,3,1 7
20221205,evening,4,baseline,24,4,16 7
20221205,evening,4,baseline,24,5,10 7
20221205,evening,4,baseline,24,6,5 7
20221205,evening,4,baseline,25,1,8 7
20221205,evening,4,baseline,25,2,3 7
20221205,evening,4,baseline,25,3,7 8
20221205,evening,4,baseline,25,4,19 7
20221205,evening,4,baseline,25,5,12 7
20221205,evening,4,baseline,25,6,15 7
20221205,evening,4,baseline,26,1,17 7
20221205,evening,4,baseline,26,2,9 7
20221205,evening,4,baseline,26,3,6 7
20221205,evening,4,baseline,27,1,12 8
20221205,evening,4,baseline,27,2,20 8
20221205,evening,4,baseline,27,3,11 8
20221205,evening,4,baseline,27,4,19 8
20221205,evening,4,baseline,27,5,3 8
20221205,evening,4,baseline,27,6,10 8
20221205,evening,4,baseline,28,1,13 8
20221205,evening,4,baseline,28,2,18 8
20221205,evening,4,baseline,28,3,5 8
20221205,evening,4,baseline,28,4,6 8
20221205,evening,4,baseline,28,5,4 8
20221205,evening,4,baseline,28,6,1 8
20221205,evening,4,baseline,29,1,2 8
20221205,evening,4,baseline,29,2,17 8
20221205,evening,4,baseline,29,3,16 8
20221205,evening,4,baseline,29,4,9 8
20221205,evening,4,baseline,29,5,15 8
20221205,evening,4,baseline,29,6,14 8
20221205,evening,4,baseline,29,7,8 8
20221206,evening,1,ambient,1,1,7 1
20221206,evening,1,ambient,1,2,17 1
20221206,evening,1,ambient,1,3,16 1
20221206,evening,1,ambient,1,4,4 1
20221206,evening,1,ambient,1,5,19 1
20221206,evening,1,ambient,1,6,20 1
20221206,evening,1,ambient,2,1,13 1
20221206,evening,1,ambient,2,2,2 1
20221206,evening,1,ambient,2,3,15 1
20221206,evening,1,ambient,2,4,6 1
20221206,evening,1,ambient,2,5,11 1
20221206,evening,1,ambient,2,6,3 1
20221206,evening,1,ambient,3,1,5 1
20221206,evening,1,ambient,3,2,10 1
20221206,evening,1,ambient,3,3,1 1
20221206,evening,1,ambient,3,4,12 1
20221206,evening,1,ambient,3,5,18 1
20221206,evening,1,ambient,3,6,8 1
20221206,evening,1,ambient,3,7,9 1
20221206,evening,1,ambient,4,1,3 2
20221206,evening,1,ambient,4,2,12 2
20221206,evening,1,ambient,4,3,14 1
20221206,evening,1,ambient,4,4,13 2
20221206,evening,1,ambient,4,5,18 2
20221206,evening,1,ambient,4,6,20 2
20221206,evening,1,ambient,5,1,2 2
20221206,evening,1,ambient,5,2,9 2
20221206,evening,1,ambient,5,3,10 2
20221206,evening,1,ambient,5,4,7 2
20221206,evening,1,ambient,5,5,19 2
20221206,evening,1,ambient,5,6,6 2
20221206,evening,1,ambient,6,1,5 2
20221206,evening,1,ambient,6,2,16 2
20221206,evening,1,ambient,6,3,1 2
20221206,evening,1,ambient,6,4,14 2
20221206,evening,1,ambient,6,5,4 2
20221206,evening,1,ambient,6,6,15 2
20221206,evening,1,ambient,7,1,8 2
20221206,evening,1,ambient,7,2,17 2
20221206,evening,1,ambient,7,3,11 2
20221206,evening,2,high,8,1,4 3
20221206,evening,2,high,8,2,9 3
20221206,evening,2,high,8,3,17 3
20221206,evening,2,high,8,4,15 3
20221206,evening,2,high,8,5,7 3
20221206,evening,2,high,8,6,8 3
20221206,evening,2,high,9,1,2 3
20221206,evening,2,high,9,2,12 3
20221206,evening,2,high,9,3,19 3
20221206,evening,2,high,9,4,20 3
20221206,evening,2,high,9,5,11 3
20221206,evening,2,high,9,6,18 3
20221206,evening,2,high,10,1,6 3
20221206,evening,2,high,10,2,5 3
20221206,evening,2,high,10,3,10 3
20221206,evening,2,high,10,4,1 3
20221206,evening,2,high,10,5,14 3
20221206,evening,2,high,10,6,16 3
20221206,evening,2,high,11,1,13 3
20221206,evening,2,high,11,2,3 3
20221206,evening,2,high,12,1,19 4
20221206,evening,2,high,12,2,18 4
20221206,evening,2,high,12,3,7 4
20221206,evening,2,high,12,4,12 4
20221206,evening,2,high,12,5,17 4
20221206,evening,2,high,12,6,20 4
20221206,evening,2,high,13,1,6 4
20221206,evening,2,high,13,2,11 4
20221206,evening,2,high,13,3,4 4
20221206,evening,2,high,13,4,2 4
20221206,evening,2,high,13,5,9 4
20221206,evening,2,high,13,6,8 4
20221206,evening,2,high,14,1,1 4
20221206,evening,2,high,14,2,10 4
20221206,evening,2,high,14,3,5 4
20221206,evening,2,high,14,4,16 4
20221206,evening,2,high,14,5,13 4
20221206,evening,2,high,14,6,3 4
20221206,evening,2,high,15,1,14 4
20221206,evening,2,high,15,2,15 4
20221206,evening,3,high,16,1,2 5
20221206,evening,3,high,16,2,7 5
20221206,evening,3,high,16,3,13 5
20221206,evening,3,high,16,4,12 5
20221206,evening,3,high,16,5,11 5
20221206,evening,3,high,16,6,3 5
20221206,evening,3,high,17,1,1 5
20221206,evening,3,high,17,2,14 5
20221206,evening,3,high,17,3,16 5
20221206,evening,3,high,17,4,10 5
20221206,evening,3,high,17,5,6 5
20221206,evening,3,high,17,6,20 5
20221206,evening,3,high,18,1,8 5
20221206,evening,3,high,18,2,5 5
20221206,evening,3,high,18,3,15 5
20221206,evening,3,high,18,4,9 5
20221206,evening,3,high,18,5,17 5
20221206,evening,3,high,18,6,4 5
20221206,evening,3,high,19,1,18 5
20221206,evening,3,high,19,2,19 5
20221206,evening,3,high,20,1,16 6
20221206,evening,3,high,20,2,12 6
20221206,evening,3,high,20,3,9 6
20221206,evening,3,high,20,4,13 6
20221206,evening,3,high,20,5,20 6
20221206,evening,3,high,20,6,15 6
20221206,evening,3,high,21,1,18 6
20221206,evening,3,high,21,2,14 6
20221206,evening,3,high,21,3,8 6
20221206,evening,3,high,21,4,17 6
20221206,evening,3,high,21,5,3 6
20221206,evening,3,high,21,6,10 6
20221206,evening,3,high,22,1,7 6
20221206,evening,3,high,22,2,19 6
20221206,evening,3,high,22,3,5 6
20221206,evening,3,high,22,4,1 6
20221206,evening,3,high,22,5,2 6
20221206,evening,3,high,22,6,11 6
20221206,evening,3,high,23,1,4 6
20221206,evening,3,high,23,2,6 6
20221206,evening,4,ambient,24,1,6 7
20221206,evening,4,ambient,24,2,17 7
20221206,evening,4,ambient,24,3,9 7
20221206,evening,4,ambient,24,4,12 7
20221206,evening,4,ambient,24,5,19 7
20221206,evening,4,ambient,24,6,15 7
20221206,evening,4,ambient,25,1,8 7
20221206,evening,4,ambient,25,2,3 7
20221206,evening,4,ambient,25,3,7 8
20221206,evening,4,ambient,25,4,16 7
20221206,evening,4,ambient,25,5,10 7
20221206,evening,4,ambient,25,6,5 7
20221206,evening,4,ambient,26,1,14 7
20221206,evening,4,ambient,26,2,11 7
20221206,evening,4,ambient,26,3,2 7
20221206,evening,4,ambient,26,4,1 7
20221206,evening,4,ambient,26,5,18 7
20221206,evening,4,ambient,26,6,4 7
20221206,evening,4,ambient,27,1,20 7
20221206,evening,4,ambient,27,2,7 7
20221206,evening,4,ambient,27,3,13 7
20221206,evening,4,ambient,28,1,8 8
20221206,evening,4,ambient,28,2,14 8
20221206,evening,4,ambient,28,3,15 8
20221206,evening,4,ambient,28,4,9 8
20221206,evening,4,ambient,28,5,2 8
20221206,evening,4,ambient,28,6,17 8
20221206,evening,4,ambient,29,1,6 8
20221206,evening,4,ambient,29,2,16 8
20221206,evening,4,ambient,29,3,4 8
20221206,evening,4,ambient,29,4,1 8
20221206,evening,4,ambient,29,5,13 8
20221206,evening,4,ambient,29,6,5 8
20221206,evening,4,ambient,30,1,18 8
20221206,evening,4,ambient,30,2,19 8
20221206,evening,4,ambient,30,3,3 8
20221206,evening,4,ambient,30,4,10 8
20221206,evening,4,ambient,30,5,11 8
20221206,evening,4,ambient,30,6,10 8
20221206,evening,4,ambient,30,7,12 8
20221207,evening,1,ambient,1,1,16 1
20221207,evening,1,ambient,1,2,17 1
20221207,evening,1,ambient,1,3,7 1
20221207,evening,1,ambient,1,4,19 1
20221207,evening,1,ambient,1,5,4 1
20221207,evening,1,ambient,1,6,20 1
20221207,evening,1,ambient,2,1,11 1
20221207,evening,1,ambient,2,2,13 1
20221207,evening,1,ambient,2,3,15 1
20221207,evening,1,ambient,2,4,6 1
20221207,evening,1,ambient,2,5,2 1
20221207,evening,1,ambient,2,6,3 1
20221207,evening,1,ambient,3,1,12 1
20221207,evening,1,ambient,3,2,9 1
20221207,evening,1,ambient,3,3,18 1
20221207,evening,1,ambient,3,4,8 1
20221207,evening,1,ambient,3,5,5 1
20221207,evening,1,ambient,3,6,10 1
20221207,evening,1,ambient,3,7,1 1
20221207,evening,1,ambient,4,1,13 2
20221207,evening,1,ambient,4,2,12 2
20221207,evening,1,ambient,4,3,3 2
20221207,evening,1,ambient,4,4,14 1
20221207,evening,1,ambient,4,5,18 2
20221207,evening,1,ambient,4,6,20 2
20221207,evening,1,ambient,5,1,9 2
20221207,evening,1,ambient,5,2,2 2
20221207,evening,1,ambient,5,3,10 2
20221207,evening,1,ambient,5,4,7 2
20221207,evening,1,ambient,5,5,6 2
20221207,evening,1,ambient,5,6,19 2
20221207,evening,1,ambient,6,1,16 2
20221207,evening,1,ambient,6,2,14 2
20221207,evening,1,ambient,6,3,5 2
20221207,evening,1,ambient,6,4,15 2
20221207,evening,1,ambient,6,5,1 2
20221207,evening,1,ambient,6,6,4 2
20221207,evening,1,ambient,7,1,11 2
20221207,evening,1,ambient,7,2,17 2
20221207,evening,1,ambient,7,3,8 2
20221207,evening,2,high,8,1,14 3
20221207,evening,2,high,8,2,17 3
20221207,evening,2,high,8,3,4 3
20221207,evening,2,high,8,4,9 3
20221207,evening,2,high,8,5,13 3
20221207,evening,2,high,8,6,15 3
20221207,evening,2,high,9,1,7 3
20221207,evening,2,high,9,2,8 3
20221207,evening,2,high,9,3,2 3
20221207,evening,2,high,9,4,19 3
20221207,evening,2,high,9,5,20 3
20221207,evening,2,high,9,6,12 3
20221207,evening,2,high,10,1,11 3
20221207,evening,2,high,10,2,18 3
20221207,evening,2,high,10,3,10 3
20221207,evening,2,high,10,4,1 3
20221207,evening,2,high,10,5,5 3
20221207,evening,2,high,10,6,6 3
20221207,evening,2,high,11,1,3 3
20221207,evening,2,high,11,2,16 3
20221207,evening,2,high,12,1,15 4
20221207,evening,2,high,12,2,14 4
20221207,evening,2,high,12,3,13 4
20221207,evening,2,high,12,4,16 4
20221207,evening,2,high,12,5,3 4
20221207,evening,2,high,12,6,10 4
20221207,evening,2,high,13,1,1 4
20221207,evening,2,high,13,2,5 4
20221207,evening,2,high,13,3,8 4
20221207,evening,2,high,13,4,9 4
20221207,evening,2,high,13,5,2 4
20221207,evening,2,high,13,6,4 4
20221207,evening,2,high,14,1,11 4
20221207,evening,2,high,14,2,6 4
20221207,evening,2,high,14,3,7 4
20221207,evening,2,high,14,4,17 4
20221207,evening,2,high,14,5,20 4
20221207,evening,2,high,14,6,18 4
20221207,evening,2,high,15,1,19 4
20221207,evening,2,high,15,2,12 4
20221207,evening,3,high,16,1,4 5
20221207,evening,3,high,16,2,18 5
20221207,evening,3,high,16,3,19 5
20221207,evening,3,high,16,4,15 5
20221207,evening,3,high,16,5,17 5
20221207,evening,3,high,16,6,8 5
20221207,evening,3,high,17,1,5 5
20221207,evening,3,high,17,2,9 5
20221207,evening,3,high,17,3,16 5
20221207,evening,3,high,17,4,14 5
20221207,evening,3,high,17,5,20 5
20221207,evening,3,high,17,6,1 5
20221207,evening,3,high,18,1,3 5
20221207,evening,3,high,18,2,10 5
20221207,evening,3,high,18,3,6 5
20221207,evening,3,high,18,4,2 5
20221207,evening,3,high,18,5,12 5
20221207,evening,3,high,18,6,11 5
20221207,evening,3,high,19,1,7 5
20221207,evening,3,high,19,2,13 5
20221207,evening,3,high,20,1,19 6
20221207,evening,3,high,20,2,6 6
20221207,evening,3,high,20,3,4 6
20221207,evening,3,high,20,4,7 6
20221207,evening,3,high,20,5,11 6
20221207,evening,3,high,20,6,2 6
20221207,evening,3,high,21,1,10 6
20221207,evening,3,high,21,2,1 6
20221207,evening,3,high,21,3,3 6
20221207,evening,3,high,21,4,14 6
20221207,evening,3,high,21,5,18 6
20221207,evening,3,high,21,6,8 6
20221207,evening,3,high,22,1,5 6
20221207,evening,3,high,22,2,20 6
20221207,evening,3,high,22,3,17 6
20221207,evening,3,high,22,4,9 6
20221207,evening,3,high,22,5,13 6
20221207,evening,3,high,22,6,16 6
20221207,evening,3,high,23,1,15 6
20221207,evening,3,high,23,2,12 6
20221207,evening,4,ambient,24,1,20 7
20221207,evening,4,ambient,24,2,2 7
20221207,evening,4,ambient,24,3,13 7
20221207,evening,4,ambient,24,4,7 7
20221207,evening,4,ambient,24,5,16 7
20221207,evening,4,ambient,24,6,18 7
20221207,evening,4,ambient,25,1,4 7
20221207,evening,4,ambient,25,2,14 7
20221207,evening,4,ambient,25,3,10 7
20221207,evening,4,ambient,25,4,11 7
20221207,evening,4,ambient,25,5,1 7
20221207,evening,4,ambient,25,6,5 7
20221207,evening,4,ambient,26,1,8 7
20221207,evening,4,ambient,26,2,7 8
20221207,evening,4,ambient,26,3,3 7
20221207,evening,4,ambient,26,4,9 7
20221207,evening,4,ambient,26,5,15 7
20221207,evening,4,ambient,26,6,6 7
20221207,evening,4,ambient,27,1,19 7
20221207,evening,4,ambient,27,2,17 7
20221207,evening,4,ambient,27,3,12 7
20221207,evening,4,ambient,28,1,11 8
20221207,evening,4,ambient,28,2,3 8
20221207,evening,4,ambient,28,3,10 8
20221207,evening,4,ambient,28,4,18 8
20221207,evening,4,ambient,28,5,19 8
20221207,evening,4,ambient,28,6,4 8
20221207,evening,4,ambient,29,1,16 8
20221207,evening,4,ambient,29,2,5 8
20221207,evening,4,ambient,29,3,12 8
20221207,evening,4,ambient,29,4,1 8
20221207,evening,4,ambient,29,5,6 8
20221207,evening,4,ambient,29,6,13 8
20221207,evening,4,ambient,30,1,2 8
